index,app_name,review_id,error,raw_response
146,PhonePe,19d1dfcb-bfad-4220-90f4-8acabed1424c,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
179,PhonePe,33370c03-6703-4cf5-bc57-5a0b45793e7c,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
180,PhonePe,53d307c4-31d0-4293-810a-fa2f0b24f88d,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
189,PhonePe,973d2545-006f-4e56-8a73-17992aa126a2,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
150,PhonePe,77e22861-b5f5-4d1d-919e-b95b5b12bb27,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
183,PhonePe,4401ab12-f15e-46bd-a31a-c166e8e31408,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
184,PhonePe,22590571-7d8b-4b36-8636-324e829064fc,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
154,PhonePe,c2a25bf5-7b14-47ad-b2d2-480e97d78d45,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
193,PhonePe,62ecf1f2-205b-423e-85f1-39fe1f8c476c,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
187,PhonePe,5c78883d-e8ac-4f7f-badf-bb3b3498344f,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
188,PhonePe,21dd66ec-5da5-437f-a019-c03aa335a89c,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
197,PhonePe,fa18f8bd-1ebc-4842-a1a6-8fd46f50719e,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
158,PhonePe,fefee006-8b4e-4f37-b6e6-27f055fede4d,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
191,PhonePe,4a6509cd-0377-4721-b679-1f8e15c9de63,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
192,PhonePe,5b163e35-02f2-4e30-bee0-752421961259,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
201,PhonePe,f1a27211-75f4-43ee-87d7-44440a7890ce,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
162,PhonePe,e9748eb3-1239-4151-b958-21d8419234b3,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
195,PhonePe,82ca6d5c-252d-4671-b698-993c980ca361,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
196,PhonePe,538dfb68-f001-4e53-8fb3-85c32d7c2c1c,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
166,PhonePe,bd953611-b83e-4e41-9279-4f7e46dc4bde,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
205,PhonePe,7486b6ee-df85-4ffa-962d-00decf224b11,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
199,PhonePe,bccc50f6-d222-4343-b17c-6998b7dd5f90,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
200,PhonePe,7463bd04-786e-476b-98c9-c97a8a46cec8,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
170,PhonePe,1bda43d5-2b96-43e7-b0ed-4e8e5ddd16e3,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
209,PhonePe,80a53ed0-4e41-4f90-b48c-fff513830253,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
203,PhonePe,3f090038-9fdd-4164-846a-3947bf8b7a98,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
204,PhonePe,634c5d2c-7270-4f3c-b6cb-046669d1826b,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
174,PhonePe,63528914-02d6-473c-a3a8-39bc8e246e90,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
213,PhonePe,70166f26-0d2c-4dc4-94ba-98074852cd67,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
207,PhonePe,352b4459-6a95-4102-b4a4-cbcd6b9ed82e,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
208,PhonePe,45d01fb7-2f9b-4920-ba87-b2bb2ceab4e7,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
217,PhonePe,905216bf-b156-495f-b4da-df8f261ef6e9,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
178,PhonePe,97fc284a-2958-402b-886e-ce721897044e,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
211,PhonePe,360a7aea-28b1-482d-85f9-67c07fdac3c2,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
212,PhonePe,3ae5bc50-d7ef-42e6-b31e-b32ab78074bb,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
221,PhonePe,bb6d743f-9414-43b4-87ad-883d175f3c7a,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
182,PhonePe,7d8f8e08-a4e5-4444-af66-d850540a1049,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
215,PhonePe,99da4394-1f46-445e-9829-b078fa2c5a3a,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
216,PhonePe,afe97805-6b61-48d2-8b8e-3e77037530ac,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
225,PhonePe,055a3358-a395-46bb-8822-fcb5abd9aa7f,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
186,PhonePe,57fbd4a9-856b-4cbd-aaba-c773f1e5e796,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
219,PhonePe,c583b92d-bdc5-4cb0-95fa-b730049b7eb5,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
220,PhonePe,7bb9398e-e458-41ff-a118-e662c03ee4bd,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
229,PhonePe,83e51572-b190-4aeb-bf00-843ee95d5840,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
223,PhonePe,98cfd58e-4386-4557-8a6d-a8a5b41df861,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
190,PhonePe,d9fa9646-20da-431c-a168-e29716f764e9,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
224,PhonePe,a1962637-a179-475b-9ee7-d5fad6a0206a,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
233,PhonePe,f7d8b4a2-e8b0-4c38-83d6-b424c7062b0a,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
227,PhonePe,f2cb3f71-459f-4c8c-9698-db0159931891,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
194,PhonePe,b7d855a3-0d5f-467e-b0cc-3821ecb4e467,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
228,PhonePe,8afa87aa-6a73-4b05-8e09-01f0aeb1d291,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
237,PhonePe,c17e9ebd-e393-4996-bfcc-02fc308fc8be,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
231,PhonePe,d9d24cbd-603f-458d-8478-d3484d807c4f,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
198,PhonePe,eff7ca51-e1d0-41ec-9043-1f556f8c324d,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
232,PhonePe,6d5791e8-ed0e-4153-96ea-2da60b0479c8,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
241,PhonePe,7fc3979f-fce0-4872-be6d-b5aacccc52cf,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
235,PhonePe,059e20bb-009f-4dab-b892-1443629097e5,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
202,PhonePe,6070a194-e8c1-45d8-a1b4-8194f0ff1361,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
236,PhonePe,5638e59c-3458-4339-84b6-d48025b16f34,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
245,PhonePe,8bb1265d-648e-4820-8074-3cffb79c5ef8,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
239,PhonePe,cc12eb24-8b20-431a-8209-64c8fd75bf02,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
206,PhonePe,ac4d0d2f-557b-424f-85d1-033dea5a2784,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
240,PhonePe,41cf5b0b-18a1-4afe-8b00-ac3398a230d9,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
249,PhonePe,23c24d19-8c69-43bc-9cc7-9fee5c1a6cac,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
243,PhonePe,649bca24-5956-4ab1-8adf-030f1e48891e,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
244,PhonePe,dbe4383f-28f8-4559-b86c-09f79e8af745,Rate limit after 4 retries on key-2: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4t5bwen58410zq0ejegbp` service tier `on_dema,
253,PhonePe,e141ddac-e797-4c7d-a336-a97c3e7c8e87,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
251,PhonePe,be4cb8b5-1dc4-481c-a6fa-a031bb1e6d29,Rate limit after 4 retries on key-1: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kqp4qta8fh4vspfn9xj5cx96` service tier `on_dema,
214,PhonePe,d87d63d2-477c-4ef1-9f08-ebda22ee21e2,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
261,PhonePe,5f0592bf-fa55-4fb1-93f3-9fc57876a925,Rate limit after 4 retries on key-3: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kh9dqaqfeqdttn73vb2y8x26` service tier `on_dema,
218,PhonePe,4e25465d-6e09-42c5-8512-0a09b94b5ca5,Rate limit after 4 retries on key-0: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kc622fs7emdbza2nzvf5vgaa` service tier `on_dema,
